the $enzyme <E|U+C>arg1:A $[l]inhibits the $enzyme <E|U+C>arg2:B	38
the $protein <E|U+C>arg1:A $[l]interacts with the $protein <E|U+C>arg2:B	38
the <E|U+C>arg1:[e=PROTEIN]A $[l=interact]interacts with <E|U+C>arg2:[e=PROTEIN]B	38
the <E|U+C>arg1:[e=PROTEIN]A $[l=influence|inhibit|activate|regulate]activate <E|U+C>arg2:[e=PROTEIN]B	38
the $protein <E|U+C>arg1:A $[l=activate|regulate|inhibit]activates the $protein <E|U+C>arg2:B	38
$protein-protein $interaction between <E|U+C>arg1:something :and <E|U+C>arg2:something	38
the $[l]interaction between <E|U+C>arg1:[e=PROTEIN]A and <E|U+C>arg2:[e=PROTEIN]B	38
<E|U+C>arg1:something $[l]inhibits the <E|U+C>arg2:flu $enzyme	39
<E|U+C>arg2:something $enzyme is $inhibited by <E|U+C>arg1:something	39
<E|U+C>arg1:something $[l]inhibits the <E|U+C>arg2:flu $protein	39
<E|U+C>arg2:something $protein is $inhibited by <E|U+C>arg1:paracetamol	39
<E|U+C>arg1:something $is an $inhibitor of <E|U+C>arg2:something	39
$outbreak $of <E|U+C>arg2:[e]MERS-CoV $occurred $in <E|U+C>arg1:[e]France	40
<E|U+C>arg2:[e]MERS-CoV $pandemic occurred $in <E|U+C>arg1:[e]France	40
<E|U+C>arg2:[e]MERS-CoV $epidemic occurred $in <E|U+C>arg1:[e]France	40
$outbreak $of <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma $occurred $in <E|U+C>arg1:[e]France	40
<E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma $pandemic $[lemma=start|begin|occur|report]began $in <E|U+C>arg1:[e]France	40
<E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma $epidemic $[lemma=start|begin|occur|report]began $in <E|U+C>arg1:[e]France	40
$outbreak of <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma $in <E|U+C>arg1:[e]France	40
$outbreak $of <E|U+C>arg2:[e]MERS-CoV $in <E|U+C>arg1:[e]France	40
<E|U+C>arg1:something $[l=induce|trigger|cause|create]induces $[l=immunity|resistence]immunity $against <E|U+C>arg2:something	41
$immunity against <E|U+C>arg1:something can be $[l]achieved $using <E|U+C>arg2:something	41
patients treated with <E|U+C>arg1:something $showed $[l=immunity|resistence]immunity $against <E|U+C>arg2:something	41
<E|U+C>arg1:something $[l]is $a $pretreatment for <E|U+C>arg2:something	42
<E|U+C>arg1:something $[l]is $a $prophylactic treatment for <E|U+C>arg2:something	42
<E|U+C>arg1:something is a $[l]prophylactic $[w=against|for]for <E|U+C>arg2:something	42
<E|U+C>arg1:something is currently $under $research $for <E|U+C>arg2:[e]asthma	43
<E|U+C>arg1:something is an $experimental $[l=treatment|agent|medicine|drug|vaccine]treatment $for <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma	43
<E|U+C>arg1:something is studied as a $future $treatment $for <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma	43
<E|U+C>arg1:something is a $future $treatment $for <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma	43
<E|U+C>arg1:something is $[l=ivestigate|study|evaluate]investigated as a $[l=treatment|agent|medicine|drug|vaccine]treatment $for <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma	43
<E|U+C>arg1:something is $a $potential $[l=treatment|medicine|drug|vaccine]treatment $for <E|U+C>arg2:[e=DISEASE|PATHOLOGICAL_FORMATION]asthma	43
<E|U+C>arg1:something can be $[l=detect|identify]identified $[w=with|by]with <E|U+C>arg2:microscope	44
<E|U+C>arg1:something is $[l=detect|identify]identified $[w=with|by]with <E|U+C>arg2:microscope	44
<E|U+C>arg2:HPLC was $[l]performed $to $[w=identify|detect]identify <E|U+C>arg1:something	44
<E|U+C>arg2:microscope was $used to $screen $for <E|U+C>arg1:something	44
<E|U+C>arg1:something was $[w=described|reported|observed]described $by <E|U+C>arg2:someone	45
<E|U+C>arg1:something was first $[w=described|reported|observed]described $by <E|U+C>arg2:someone	45
<E|U+C>arg2:someone $first $[w=described|reported|observed]described <E|U+C>arg1:something	45
<E|U+C>arg1:something was $named $by <E|U+C>arg2:someone	45
<E|U+C>arg2:someone $discovered <E|U+C>arg1:something	45
<E|U+C>arg1:flu $virus $[l]persists for <E|U+C>arg2:10 $[lemma=day|week|month]days	46
<E|U+C>arg1:[e=DISEASE|ORGANISM]COVID-19 $[l]persists for <E|U+C>arg2:10 $[lemma=day|week|month]days	46
<E|U+C>arg1:[e]COVID-19 $[l]persists for <E|U+C>arg2:10 $[lemma=day|week|month]days	46
<E|U+C>arg1:[e]COVID-19's $persistence is <E|U+C>arg2:10 $[lemma=day|week|month]days	46
a study shows $persistence of <E|U+C>arg1:flu $virus for <E|U+C>arg2:10 $[lemma=day|week|month]days	46
a study shows $persistence of <E|U+C>arg1:[e]COVID-19 for <E|U+C>arg2:10 $[lemma=day|week|month]days	46
a study shows $persistence of <E|U+C>arg1:[e=DISEASE|ORGANISM|ORGANISM|ORGANISM_SUBSTANCE]COVID-19 for <E|U+C>arg2:10 $[lemma=day|week|month]days	46
<E|U+C>arg1:[e]COVID-19 $persists $on <E|U+C>arg2:surfaces	47
<E|U+C>arg1:[e]COVID-19 $can $survive $on <E|U+C>arg2:surfaces	47
<E|U+C>arg1:[e]COVID-19 $[l]remains $viable $on <E|U+C>arg2:surfaces	47
<E|U+C>arg1:[e]COVID-19 $[l]can $last $on <E|U+C>arg2:surfaces	47
<E|U+C>arg1:[e]COVID-19 $[l]remains $infectious $on <E|U+C>arg2:surfaces	47
<E|U+C>arg1:flu $virus $persists $on <E|U+C>arg2:surfaces	47
<E|U+C>arg1:flu $virus $can $survive $on <E|U+C>arg2:surfaces	47
<E|U+C>arg1:[e=ORGANISM|ORGANISM_SUBDIVISION|ORGANISM_SUBSTANCE]flu $can $survive $on <E|U+C>arg2:surfaces	47
<E|U+C>arg1:flu $virus $[l]remains $viable $on <E|U+C>arg2:surfaces	47
<E|U+C>arg1:flu $virus $[l]can $last $on <E|U+C>arg2:surfaces	47
<E|U+C>arg1:flu $virus $[l]remains $infectious $on <E|U+C>arg2:surfaces	47
<E|U+C>arg1:[e]COVID-19 $persists $on surfaces $for <E|U+C>arg2:10 days	48
<E|U+C>arg1:[e]COVID-19 $can $survive $on surfaces $for <E|U+C>arg2:10 days	48
<E|U+C>arg1:[e]COVID-19 $[l]remains $viable $on surfaces for <E|U+C>arg2:10 days	48
<E|U+C>arg1:[e]COVID-19 $[l]can $last $on surfaces for <E|U+C>arg2:10 days	48
<E|U+C>arg1:[e]COVID-19 $[l]remains $infectious $on surfaces for <E|U+C>arg2:10 days	48
<E|U+C>arg1:flu $virus $persists $on surfaces for <E|U+C>arg2:10 days	48
<E|U+C>arg1:flu $virus $can $survive $on surfaces for <E|U+C>arg2:10 days	48
<E|U+C>arg1:[e=ORGANISM|ORGANISM_SUBDIVISION|ORGANISM_SUBSTANCE|COVID-19]flu $can $survive $on surfaces for <E|U+C>arg2:10 days	48
<E|U+C>arg1:flu $virus $[l]remains $viable $on surfaces for <E|U+C>arg2:10 days	48
<E|U+C>arg1:flu $virus, which can $[l=persist|detect|live|survive]persist $on surfaces for <E|U+C>arg2:10 days	48
<E|U+C>arg1:flu $virus $[l]can $last $on surfaces for <E|U+C>arg2:10 days	48
<E|U+C>arg1:flu $virus $[l]remains $infectious $on surfaces for <E|U+C>arg2:10 days	48
in <E|U+C>arg1:10% of the cases, <E|U+C>arg2:[e]COVID-19 patients $show $no $symptoms	49
in <E|U+C>arg1:10% of the cases, <E|U+C>arg2:[e]COVID-19 patients $have $no $symptoms	49
in <E|U+C>arg1:10% of the cases, <E|U+C>arg2:[e]COVID-19 patients $[l]do $not $show $symptoms	49
in <E|U+C>arg1:10% of <E|U+C>arg2:flu $infections the patients are $asymptomatic	49
in <E|U+C>arg1:10% of <E|U+C>arg2:flu $infections the patients $show $no $symptoms	49
in <E|U+C>arg1:10% of <E|U+C>arg2:flu $infections the patients $have $no $symptoms	49
in <E|U+C>arg1:10% of <E|U+C>arg2:flu $infections the patients $[l]do $not $show $symptoms	49
<E|U+C>arg1:20% of <E|U+C>arg2:flu $infections are $asymptomatic	49
<E|U+C>arg1:20 $percent of <E|U+C>arg2:flu $infections are $asymptomatic	49
<E|U+C>arg1:20 $percent of people with <E|U+C>arg2:flu $infections have $no $symptoms	49
the $proportion of $asymptomatic <E|U+C>arg2:[e]COVID-19 cases is <E|U+C>arg1:10%	49 
<E|U+C>arg1:20% of people $infected $with <E|U+C>arg2:something $[l]are $asymptomatic	49
<E|U+C>arg1:something $is $synthesized $from <E|U+C>arg2:something	50
<E|U+C>arg1:something $is $a $derivative $of <E|U+C>arg2:something	50
<E|U+C>arg1:something $is $a $by $product $of <E|U+C>arg2:something $synthesis	50
<E|U+C>arg1:something $is $a $[l]by-product $of <E|U+C>arg2:something $synthesis	50
<E|U+C>arg1:something is $manufactured $from <E|U+C>arg2:something	50
$[w=synthesis|generation]synthesis of <E|U+C>arg1:something $from <E|U+C>arg2:something	50
<E|U+C>arg1:it $is $a <E|U+C>arg2:purine $derivative	50
the $conversion of <E|U+C>arg2:something $to <E|U+C>arg1:something	50
<E|U+C>arg1:something, a <E|U+C>arg2:purine $derivative	50
<E|U+C>arg1:something, a $derivative of <E|U+C>arg2:purine	50
<E|U+C>arg1:something, $synthesized $from <E|U+C>arg2:something	50
<E|U+C>arg1:[e=SIMPLE_CHEMICAL|CHEMICAL]something, which is $synthesized $from <E|U+C>arg2:something	50
<E|U+C>arg2:purine $[l]derivative $such $as <E|U+C>arg1:something	50
the <E|U+C>arg1:flu $[l]virus $[l]belongs $to $the $family $of <E|U+C>arg2:something	51
the <E|U+C>arg1:[e=ORGANISM|ORGANISM_SUBDIVISION|ORGANISM_SUBSTANCE]flu $[l]belongs $to $the $family $of <E|U+C>arg2:something	51
the <E|U+C>arg1:[e]COVID-19 $[l]belongs $to $the $family $of <E|U+C>arg2:something	51
$the $family $of <E|U+C>arg2:something that $[l=contain|include]contains <E|U+C>arg1:[e=ORGANISM|ORGANISM_SUBSTANCE|ORGANISM_SUBDIVISION]COVID-19	51
the <E|U+C>arg1:[e]MERS-CoV $[l]belongs $to $the $family $of <E|U+C>arg2:something	51
the <E|U+C>arg1:flu $bacteria $[l]belongs $to $the $family $of <E|U+C>arg2:something	51
the <E|U+C>arg1:flu $virus $is $a $part $of $the $family $of <E|U+C>arg2:something	51
the <E|U+C>arg1:[e]COVID-19 $is $a $part $of <E|U+C>arg2:flu $family	51
the <E|U+C>arg1:[e=ORGANISM|ORGANISM_SUBDIVISION|ORGANISM_SUBSTANCE]COVID-19 $is $a $part $of <E|U+C>arg2:flu $family	51
the <E|U+C>arg1:[e]MERS-CoV $is $a $part $of <E|U+C>arg2:something $family	51
the <E|U+C>arg1:flu $bacteria $is $a $part $of <E|U+C>arg2:something $family	51
the <E|U+C>arg1:[e]COVID-19 $is $a $part $of a $family of <E|U+C>arg2:something	51
the <E|U+C>arg1:[e]MERS-CoV $is $a $part $of a $family $of <E|U+C>arg2:something	51
the <E|U+C>arg1:flu $bacteria $is $a $part $of a $family $of <E|U+C>arg2:something	51
<E|U+C>arg1:[e=ORGANISM|ORGANISM_SUBDIVISION|ORGANISM_SUBSTANCE|COVID-19]flu $is $a $part $of a $family $of <E|U+C>arg2:something	51
the <E|U+C>arg1:flu $is $a $strain $of a <E|U+C>arg2:flu	51
<E|U+C>arg1:flu, $a $strain $of <E|U+C>arg2:flu	51
<E|U+C>arg1:it $is $a $parasite in <E|U+C>arg2:[e=ORGANISM|ORGAN|ORGANISM_SUBSTANCE]bats	52
<E|U+C>arg1:something, $a $parasite in <E|U+C>arg2:[e=ORGANISM|ORGAN|ORGANISM_SUBSTANCE]bats	52
<E|U+C>arg1:it $is $a $parasite $infecting <E|U+C>arg2:[e=ORGANISM|ORGAN|ORGANISM_SUBSTANCE]bats	52
<E|U+C>arg1:flea, $a $parasite $infecting <E|U+C>arg2:[e=ORGANISM|ORGAN|ORGANISM_SUBSTANCE]bats	52
<E|U+C>arg1:flea which is a $parasite $infecting <E|U+C>arg2:[e=ORGANISM|ORGAN|ORGANISM_SUBSTANCE]bats	52
<E|U+C>arg1:flea $is $a <E|U+C>arg2:[e=ORGANISM|ORGAN|ORGANISM_SUBSTANCE]bats $parasite	52
<E|U+C>arg1:flea, $a <E|U+C>arg2:[e]bats $parasite	52
<E|U+C>arg1:flea $is $a $parasitic worm in <E|U+C>arg2:[e=ORGANISM|ORGANISM_SUBDIVISION|ORGANISM_SUBSTANCE]bats	52
<E|U+C>arg1:flea, $a $parasitic worm in <E|U+C>arg2:[e=ORGANISM|ORGANISM_SUBDIVISION|ORGANISM_SUBSTANCE]bats	52
<E|U+C>arg1:flea $is $a $parasitic worm $infecting <E|U+C>arg2:bats	52
<E|U+C>arg1:flea, $a $parasitic worm $infecting <E|U+C>arg2:bats	52
<E|U+C>arg1:flea $is $a $parasite $living in the lung of <E|U+C>arg2:[e]bats	52
<E|U+C>arg1:flea, $a $parasite $living in the lung of <E|U+C>arg2:[e]bats	52
the <E|U+C>arg1:[e=ORGANISM|ORGANISM_SUBDIVISION|ORGANISM_SUBSTANCE]pig $parasite arg2:[e=ORGANISM|ORGANISM_SUBDIVISION|ORGANISM_SUBSTANCE]Anatidae	52
<E|U+C>arg1:[e=DISEASE]disease may $[l=require|necessitate|need]require <E|U+C>arg2:[e=ORGAN]lung $transplant	53
<E|U+C>arg1:[e=DISEASE]disease, that may $[l=require|necessitate|need]require <E|U+C>arg2:[e=ORGAN]lung $transplant	53
<E|U+C>arg1:[e=ORGAN]Liver $transplant is a $[l=treatment|measure|operation]treatment for <E|U+C>arg2:[e=DISEASE]flu	53
<E|U+C>arg1:[e=DISEASE]flu may $involve the <E|U+C>arg2:[e=ORGAN]liver	54
<E|U+C>arg1:[e=DISEASE]flu with <E|U+C>arg2:[e=ORGAN]liver $involvement	54
<E|U+C>arg2:[e=ORGAN]liver $involvement in <E|U+C>arg1:[e=DISEASE]flu	54
<E|U+C>arg1:[e=DISEASE]flu, which may $[l]involve the <E|U+C>arg2:[e=ORGAN]liver	54
<E|U+C>arg2:[e=ORGAN]liver may be affected from <E|U+C>arg1:[e=DISEASE]flu	54
<E|U+C>arg2:[e=ORGAN]liver, which may be $[l=affect|influence|damage]affected from <E|U+C>arg1:[e=DISEASE]flu	54
<E|U+C>arg1:[e=CELLULAR_COMPONENT]mitochondria is $responsible for <E|U+C>arg2:energy production	55
<E|U+C>arg1:[e=CELLULAR_COMPONENT]mitochondria, which is $responsible for <E|U+C>arg2:energy production	55
<E|U+C>arg2:energy $[l=produce|create|generate]produced by the <E|U+C>arg1:[e=CELLULAR_COMPONENT]mitochondria	55
<E|U+C>arg1:[e=CELL_LINE]something is used to $[l=simulate|study|develop|measure|propagate|investigate|detect|isolate]study <E|U+C>arg2:[e=DISEASE]something	56
<E|U+C>arg1:[e=CELL_LINE]something, which is used to $[l=simulate|study|develop|measure|propagate|investigate|detect|isolate]study <E|U+C>arg2:[e=DISEASE]something	56
<E|U+C>arg1:[e=DISEASE|ORGANISM|ORGANISM_SUBSTANCE]something was $[l=perform|simulate|show|use|observe|measure|examine|test|establish|determine|assess|make|diagnose|utilize|isolate]studied using <E|U+C>arg2:[e=CELL_LINE]something	56
<E|U+C>arg1:[e=DISEASE|ORGANISM|ORGANISM_SUBSTANCE]something, which was $[l=perform|simulate|show|use|observe|measure|examine|test|establish|determine|assess|make|diagnose|utilize|isolate]studied using <E|U+C>arg2:[e=CELL_LINE]something	56
<E|U+C>arg1:[e=DISEASE|ORGANISM|ORGANISM_SUBSTANCE]something linked to <E|U+C>arg2:[e=CELL_LINE]something	56
the $[w=examination|transduction|simulation|test|testing|determination|observation|evaluation]examination of <E|U+C>arg1:[e=DISEASE|ORGANISM|ORGANISM_SUBSTANCE]something $[w=with|using|by]with <E|U+C>arg2:[e=CELL_LINE]something	56
it is $[word=unknown|unclear]unknown how <E|U+C>arg1:something affects <E|U+C>arg2:something	57
$future $research is needed to examine how <E|U+C>arg1:something affects <E|U+C>arg2:something	57
the way <E|U+C>arg1:something affects <E|U+C>arg2:something remains $elusive	57
<E|U+C>arg1:something effect on <E|U+C>arg2:something remains $elusive	57
<E|U+C>arg1:something $[w=can|should]can $not $be $attributed to <E|U+C>arg2:[e=ORGANISM|ORGANISM_SUBSTANCE|COVID-19]something	58
<E|U+C>arg1:something $is $not $due to <E|U+C>arg2:[e=ORGANISM|ORGANISM_SUBSTANCE|COVID-19]something	58
<E|U+C>arg1:[e=DISEASE]something $not $due $to <E|U+C>arg2:[e=ORGANISM|ORGANISM_SUBSTANCE|COVID-19]something	58
<E|U+C>arg2:[e=ORGANISM|ORGANISM_SUBSTANCE|COVID-19]something $is $not $responsible for <E|U+C>arg1:[e=DISEASE]something	58
<E|U+C>arg1:[e=DISEASE]something is a $differential $diagnosis for <E|U+C>arg2:[e=DISEASE]something	59
<E|U+C>arg1:[e=DISEASE]something $should be $differentiated from <E|U+C>arg2:[e=DISEASE]something	59
<E|U+C>arg1:[e=DISEASE]something, a $differential diagnosis for <E|U+C>arg2:[e=DISEASE]something	59
<E|U+C>arg1:[e=DISEASE|COVID-19]something $can $mimic <E|U+C>arg2:[e=DISEASE|COVID-19]something	59
<E|U+C>arg1:[e=DISEASE]something $misdiagnosed $as <E|U+C>arg2:[e=DISEASE]something	59
<E|U+C>arg1:[e=DISEASE]something is $misdiagnosed $as <E|U+C>arg2:[e=DISEASE]something	59
<E|U+C>arg1:[e=DISEASE]something, which is $misdiagnosed $as <E|U+C>arg2:[e=DISEASE]something	59
the $misdiagnosis of <>arg1:[e=DISEASE]something $as <>arg2:[e=DISEASE]something	59
the $differential $diagnosis of <E|U+C>arg1:[e=DISEASE]something $from <E|U+C>arg2:[e=DISEASE]something	59
<E|U+C>arg1:[e=DISEASE]something $confused with <E|U+C>arg2:[e=DISEASE]something	59
<E|U+C>arg1:[e=DISEASE]something $is $confused with <E|U+C>arg2:[e=DISEASE]something	59
the $differentiation of <E|U+C>arg1:[e=DISEASE]something $from <E|U+C>arg2:[e=DISEASE]something	59
<E|U+C>arg1:[e=DISEASE|ORGANISM_SUBSTANCE|ORGANISM|COVID-19]flu :[lemma=cause|cost]causes <E|U+C>arg2:something $$ 	60
the :[lemma=cost|price|toll]cost of <E|U+C>arg1:[e=DISEASE|ORGANISM_SUBSTANCE|ORGANISM|COVID-19]flu is <E|U+C>arg2:something $$	60
<E|U+C>arg1:[e=DISEASE|ORGANISM_SUBSTANCE|ORGANISM|COVID-19]flu, which :[lemma=cause|cost]costs <E|U+C>arg2:[e=MONEY]something	60
<E|U+C>arg1:[e=DISEASE|ORGANISM_SUBSTANCE|ORGANISM|COVID-19]flu :[lemma=cause|cost]causes <E|U+C>arg2:[e=MONEY]something $[w=dollar|USD]dollar 	60
the :[lemma=cost|price|toll]cost of <E|U+C>arg1:[e=DISEASE|ORGANISM_SUBSTANCE|ORGANISM|COVID-19]flu is <E|U+C>arg2:something $[w=dollar|USD]dollar	60
<E|U+C>arg1:[e=DISEASE|ORGANISM_SUBSTANCE|ORGANISM|COVID-19]flu, which :[lemma=cause|cost]costs <E|U+C>arg2:something $[w=dollar|USD]dollar	60
<E|U+C>arg1:something is a arg2:plant $derived $[l=drug|medicine|agent]drug	61
<E|U+C>arg1:something is a $[l=drug|medicine|agent]drug $[l=extract|distill|obtain|derive]extracted from <E|U+C>arg2:plant	61
<E|U+C>arg1:something, a <E|U+C>arg2:plant $derived $[l=drug|medicine|agent]drug	61
<E|U+C>arg1:something, which is a $[l=drug|medicine|agent]drug $[l=extract|distill|obtain]extracted from <E|U+C>arg2:something	61
<E|U+C>arg1:something, a $[l=drug|medicine|agent]drug $[l=extract|distill|obtain]extracted from <E|U+C>arg2:something	61
<E|U+C>arg1:[e=CHEMICAL|SIMPLE_CHEMICAL]drug, a $[l=drug|medicine|agent|molecule]drug extracted $from <E|U+C>arg2:[l=plant|yeast|bacteria|soil|fungus|fungi|bark]plants	61
<E|U+C>arg1:[e=CHEMICAL|SIMPLE_CHEMICAL]drug is a $[l=drug|medicine|agent|molecule]drug extracted $from <E|U+C>arg2:[l=plant|yeast|bacteria|soil|fungus|fungi|bark|leaf]plants	61
<E|U+C>arg1:[e=DISEASE]condition $[l=require|necessisate|need|warrant|demand|commence|mandate]requires <E|U+C>arg2:surgical $[l]intervention	62
<E|U+C>arg2:[e=DISEASE]surgical $[l]intervention is $[l=require|necessisate|need|warrant|demand|commence|mandate]required in <E|U+C>arg1:condition	62
<E|U+C>arg1:[e=DISEASE]condition, which $[l=require|necessisate|need|warrant|demand|commence|mandate]requires a <E|U+C>arg2:surgical $[l]intervention	62
<E|U+C>arg1:SCD $[l]genotypes provide $protection against <E|U+C>arg2:something	63
<E|U+C>arg1:[e=DNA|GENE_OR_GENE_PRODUCT]SCD provide $protection against <E|U+C>arg2:something	63
<E|U+C>arg1:SCD $[l]genotypes provide $immunity against <E|U+C>arg2:something	63
<E|U+C>arg1:SCD $[l]polymorphism provide $protection against <E|U+C>arg2:something	63
<E|U+C>arg1:SCD $[l]polymorphism provide $immunity against <E|U+C>arg2:something	63
<E|U+C>arg1:[e=DNA|GENE_OR_GENE_PRODUCT]SCD share $[l=low|reduce]low $risk for <E|U+C>arg2:something	63
<E|U+C>arg1:[e=CHEMICAL|SIMPLE_CHEMICAL]drug has <E|U+C>arg2:4 $[l=enantiomer|isomer|anomer|epimer]enantiomers	64
<E|U+C>arg1:[e=CHEMICAL|SIMPLE_CHEMICAL]drug has <E|U+C>arg2:4 $chiral forms	64
the <E|U+C>arg2:4 $chiral forms of <E|U+C>arg1:[e=CHEMICAL|SIMPLE_CHEMICAL]drug	64
<E|U+C>arg1:[e=CHEMICAL|SIMPLE_CHEMICAL]paracetamol, which has <E|U+C>arg2:4 $[l=enantiomer|isomer|anomer|epimer]enantiomers	64
<E|U+C>arg1:[e]myelolipoma $is $a $[l=tumor|disease|leison]tumor of the <E|U+C>arg2:[e=ORGAN]liver	65
<E|U+C>arg1:[e]myelolipoma $[l=damage|infect]damages the <E|U+C>arg2:[e=ORGAN]liver	65
<E|U+C>arg1:[e]myelolipoma $[l]is a <E|U+C>arg2:[e=ORGAN]liver $[l=disease|infection|cancer|tumor]disease	65
<E|U+C>arg1:[e]myelolipoma $[l]is a <E|U+C>arg2:skin $[l=cell|tissue]cells $[l=disease|infection|cancer|tumor|leison]disease	66
<E|U+C>arg1:[e]myelolipoma $is $a $[l=tumor|disease|leison]tumor of the <E|U+C>arg2:skin $[l=tissue|cell]tissue	66
<E|U+C>arg1:[e]myelolipoma $[l=damage|infect]damages the <E|U+C>arg2:skin $[l=cell|tissue]tissues	66
<E|U+C>arg2:skin $[l=cell|tissue]tissues is $[l=affect|damage|target]affected from <E|U+C>arg1:[e]myelolipoma	66
<E|U+C>arg1:[e]myelolipoma is <>arg2:[l=recessive|autosomal|dominant]recessive $[l]disease	67
the $inheritance of <>arg1:[e]myelolipoma is arg2:[l=dominant|recessive|autosomal]dominant	67
<E|U+C>arg1:[e]myelolipoma $[l]is $inherited $in <>arg2:some $manner	67
arg1:[e]myelolipoma $[l]is characeterized by arg2:recessive $inheritance	67
ARG1:X $maintains $diplomatic $relations $with ARG2:Y.	69
ARG1:X $maintained $diplomatic $relations $with ARG2:Y.	69
ARG2:Y $maintains $diplomatic $relations $with ARG1:X.	69
ARG2:Y $maintained $diplomatic $relations $with ARG1:X.	69
ARG1:X $ties $diplomatic $relations $with ARG2:Y.	69
ARG2:Y $ties $diplomatic $relations $with ARG1:X.	69
ARG1:X $tied $diplomatic $relations $with ARG2:Y.	69
ARG2:Y $tied $diplomatic $relations $with ARG1:X.	69
ARG1:X $has $diplomatic $relations $with ARG2:Y.	69
ARG2:Y $has $diplomatic $relations $with ARG1:X.	69
ARG1:X $had $diplomatic $relations $with ARG2:Y.	69
ARG2:Y $had $diplomatic $relations $with ARG1:X.	69
ARG1:X $has $an $embassy $in ARG2:Y	69
ARG1:X $had $an $embassy $in ARG2:Y	69
ARG2:Y $has $an $embassy $in ARG1:X	69
ARG2:Y $had $an $embassy $in ARG1:X	69
ARG1:X $exchanged $ambassadors $with ARG2:Y	69
ARG2:Y $exchanged $ambassadors $with ARG1:X	69
ARG1:X, $which $has $diplomatic $relations $with ARG2:Y	69
ARG1:X, $which $had $diplomatic $relations $with ARG2:Y	69
ARG2:Y, $which $has $diplomatic $relations $with ARG1:X	69
ARG2:Y, $which $had $diplomatic $relations $with ARG1:X	69
ARG2:Y, $which $ties $diplomatic $relations $with ARG1:X	69
ARG2:Y, $which $tied $diplomatic $relations $with ARG1:X	69
ARG1:X $plays ARG2:Y $music $.	70
ARG1:X, $who $plays ARG2:Y $music	70
ARG1:X $is $a ARG2:Y $musician.	70
ARG1:X $is $an ARG2:Y $musician.	70
ARG1:X, $who $is $a ARG2:Y $musician.	70
ARG1:X, $who $is $an ARG2:Y $musician.	70
ARG1:X $plays ARG2:Y.	70
ARG1:X, $who $plays ARG2:Y.	70
ARG1:X $performs $in ARG2:Y $concerts.	70
ARG1:X, $who $performs $in ARG2:Y $concerts.	70
ARG2:Y $artist ARG1:X.	70
ARG2:Y $singer ARG1:X.	70
ARG2:Y $musician ARG1:X.	70
ARG2:Y $star ARG1:X.	70
ARG2:Y $artists $such $as ARG1:X.	70
ARG2:Y $bands ARG1:X.	70
ARG2:Y $musicians ARG1:X.	70
ARG2:Y $musicians $such $as ARG1:X.	70
ARG2:Y $bands $such $as ARG1:X.	70
ARG2:Y $singers $such $as ARG1:X.	70
ARG2:Y $stars $such $as ARG1:X.	70
ARG1:X $is $a $subclass $of ARG2:Y.	71
ARG1:X $is $a $type $of ARG2:Y.	71
ARG1:X, $which $is $a $type $of ARG2:Y.	71
ARG1:X, $which $is $a $subclass $of ARG2:Y.	71
ARG1:X, $ $a $subclass $of ARG2:Y.	71
ARG1:X, $ $a $type $of ARG2:Y.	71
$types $of ARG2:Y $such $as ARG1:X.	71
ARG1:X $is $a ARG2:Y.	71
ARG2:Y $including ARG1:X.	71
ARG2:Y $like ARG1:X.	71
ARG2:Y $includes ARG1:X.	71
ARG2:Y $including $the ARG1:X.	71
ARG1:X $is $the $largest ARG2:Y.	71
ARG2:Y $may $include ARG1:X.	71
ARG1:X $is $called ARG2:Y.	71
ARG1:X $is $an $example $of ARG2:Y.	71
ARG1:X $is $a $class $of ARG2:Y.	71
ARG1:X $is $a $kind $of ARG2:Y.	71
ARG1:X $and $some $other ARG2:Y.	71
ARG1:X $and $any $other ARG2:Y.	71
ARG1:X $or $some $other ARG2:Y.	71
ARG1:X $a $special $case $of ARG2:Y.	71
ARG1:X $is $an ARG2:Y.	71
ARG2:Y $such $as ARG1:X.	71
ARG1:X $is $the ARG2:Y.	71
ARG1:X $is $a $form $of ARG2:Y.	71
ARG1:X $is $affiliated $with $the ARG2:Y $religion $.	72
ARG1:X $is $a ARG2:[e=NORP]Y believer.	72
ARG1:X $was $affiliated $with $the ARG2:Y $religion $.	72
ARG1:X $followed $the ARG2:Y $religion.	72
ARG1:X $[w=followed|follows] $the ARG2:[e=NORP]Y $religion	72
ARG1:X $follows $the ARG2:Y $religion.	72
ARG1:X $follows $the ARG2:Y $religion.	72
ARG1:X $converted $to ARG2:Y.	72
ARG2:Y $founder ARG1:X.	72
ARG2:Y $scholar ARG1:X.	72
ARG2:Y $philosopher ARG1:X.	72
ARG2:Y $preacher ARG1:X.	72
ARG1:X $who $converted $to ARG2:Y.	72
ARG2:Y $scholars $such $as ARG1:X.	72
